t,r,i,coolingwatertech,ctt,wst,value,notes
2033,p56023,nuclear-stor1,nuclear-stor1_r_fsu,r,fsu,345.0,"TerraPower Natrium project; online date from Pacificorp 2025 IRP (https://www.pacificorp.com/content/dam/pcorp/documents/en/pacificorp/energy/integrated-resource-plan/2025-irp/2025_IRP_Vol_1_Utah.pdf, page 147)"
2030,p48057,nuclear-SMR,nuclear-SMR_r_fsu,r,fsu,320.0,Dow and X-energy project; site moved from WA to TX in 2023; details from https://x-energy.com/seadrift
2023,GA,Nuclear,nuclear_r_fsu,r,fsu,1114.0,
2020,TN,Nuclear,nuclear_r_fsu,r,fsu,1122.0,
2026,GA,Nuclear,nuclear_r_fsu,r,fsu,1114.0,
2032,TX_ERCOT_E,Nuclear,nuclear_r_fsu,r,fsu,320.0,
2035,WY,Nuclear,nuclear_r_fsu,r,fsu,345.0,
2032,FL,Nuclear,nuclear_r_fsu,r,fsu,252.715971,
2035,FL,Nuclear,nuclear_r_fsu,r,fsu,581.69009,
2032,IA,Nuclear,nuclear_r_fsu,r,fsu,708.784321,
2035,IA,Nuclear,nuclear_r_fsu,r,fsu,402.69933,
2035,IN,Nuclear,nuclear_r_fsu,r,fsu,816.935574,
2035,MO,Nuclear,nuclear_r_fsu,r,fsu,201.60652,
2035,NH,Nuclear,nuclear_r_fsu,r,fsu,364.163472,
2035,NV,Nuclear,nuclear_r_fsu,r,fsu,1238.477503,
2035,TX_ERCOT_E,Nuclear,nuclear_r_fsu,r,fsu,171.412828,
2035,UT,Nuclear,nuclear_r_fsu,r,fsu,0.531526,
2032,WI,Nuclear,nuclear_r_fsu,r,fsu,927.397304,
2035,WI,Nuclear,nuclear_r_fsu,r,fsu,2844.920353,
2038,CO,Nuclear,nuclear_r_fsu,r,fsu,640.102502,
2038,FL,Nuclear,nuclear_r_fsu,r,fsu,1403.737479,
2038,IA,Nuclear,nuclear_r_fsu,r,fsu,1088.409471,
2038,IN,Nuclear,nuclear_r_fsu,r,fsu,2601.773143,
2038,KY,Nuclear,nuclear_r_fsu,r,fsu,665.207164,
2038,MO,Nuclear,nuclear_r_fsu,r,fsu,260.601448,
2038,NV,Nuclear,nuclear_r_fsu,r,fsu,1762.45027,
2038,NY_UP,Nuclear,nuclear_r_fsu,r,fsu,2041.852758,
2038,TN,Nuclear,nuclear_r_fsu,r,fsu,1075.0879,
2038,TX_ERCOT_E,Nuclear,nuclear_r_fsu,r,fsu,2392.188938,
2038,UT,Nuclear,nuclear_r_fsu,r,fsu,1069.656153,
2038,WA,Nuclear,nuclear_r_fsu,r,fsu,488.963061,
2038,WI,Nuclear,nuclear_r_fsu,r,fsu,597.909712,
2041,AZ,Nuclear,nuclear_r_fsu,r,fsu,983.731242,
2044,AZ,Nuclear,nuclear_r_fsu,r,fsu,1308.520337,
2041,FL,Nuclear,nuclear_r_fsu,r,fsu,4890.216764,
2044,FL,Nuclear,nuclear_r_fsu,r,fsu,3601.217948,
2044,GA,Nuclear,nuclear_r_fsu,r,fsu,2487.998691,
2044,MD,Nuclear,nuclear_r_fsu,r,fsu,1902.404466,
2041,ND,Nuclear,nuclear_r_fsu,r,fsu,93.18743,
2044,ND,Nuclear,nuclear_r_fsu,r,fsu,361.23063,
2041,NV,Nuclear,nuclear_r_fsu,r,fsu,507.192631,
2044,NV,Nuclear,nuclear_r_fsu,r,fsu,637.534693,
2041,NY_UP,Nuclear,nuclear_r_fsu,r,fsu,687.060344,
2044,NY_UP,Nuclear,nuclear_r_fsu,r,fsu,2872.709948,
2044,TN,Nuclear,nuclear_r_fsu,r,fsu,57.946886,
2044,TX_MISO,Nuclear,nuclear_r_fsu,r,fsu,2.401425,
2044,UT,Nuclear,nuclear_r_fsu,r,fsu,710.863974,
2044,WI,Nuclear,nuclear_r_fsu,r,fsu,1114.680799,
2047,AZ,Nuclear,nuclear_r_fsu,r,fsu,300.45,
2050,AZ,Nuclear,nuclear_r_fsu,r,fsu,732.033159,
2047,FL,Nuclear,nuclear_r_fsu,r,fsu,243.474601,
2050,FL,Nuclear,nuclear_r_fsu,r,fsu,1869.957569,
2050,GA,Nuclear,nuclear_r_fsu,r,fsu,520.712724,
2050,IA,Nuclear,nuclear_r_fsu,r,fsu,1302.511025,
2047,IL_PJM,Nuclear,nuclear_r_fsu,r,fsu,2782.645198,
2050,IL_PJM,Nuclear,nuclear_r_fsu,r,fsu,831.891193,
2050,KY,Nuclear,nuclear_r_fsu,r,fsu,43.264994,
2050,MO,Nuclear,nuclear_r_fsu,r,fsu,515.503419,
2050,NC,Nuclear,nuclear_r_fsu,r,fsu,731.371942,
2047,ND,Nuclear,nuclear_r_fsu,r,fsu,376.782276,
2050,ND,Nuclear,nuclear_r_fsu,r,fsu,429.289292,
2047,NV,Nuclear,nuclear_r_fsu,r,fsu,456.371375,
2050,NV,Nuclear,nuclear_r_fsu,r,fsu,669.868116,
2047,NY_UP,Nuclear,nuclear_r_fsu,r,fsu,349.875462,
2050,NY_UP,Nuclear,nuclear_r_fsu,r,fsu,2148.400614,
2050,TN,Nuclear,nuclear_r_fsu,r,fsu,968.336987,
2047,TX_ERCOT_E,Nuclear,nuclear_r_fsu,r,fsu,7824.925751,
2050,TX_ERCOT_E,Nuclear,nuclear_r_fsu,r,fsu,2735.089798,
2047,VA,Nuclear,nuclear_r_fsu,r,fsu,4762.281294,
2050,VA,Nuclear,nuclear_r_fsu,r,fsu,1910.99964,
2050,WI,Nuclear,nuclear_r_fsu,r,fsu,454.821484,
