t,r,i,coolingwatertech,ctt,wst,value,notes
2033,p56023,nuclear-stor1,nuclear-stor1_r_fsu,r,fsu,345.0,"TerraPower Natrium project; online date from Pacificorp 2025 IRP (https://www.pacificorp.com/content/dam/pcorp/documents/en/pacificorp/energy/integrated-resource-plan/2025-irp/2025_IRP_Vol_1_Utah.pdf, page 147)"
2030,p48057,nuclear-SMR,nuclear-SMR_r_fsu,r,fsu,320.0,Dow and X-energy project; site moved from WA to TX in 2023; details from https://x-energy.com/seadrift
2023,p94,Nuclear,nuclear_r_fsu,r,fsu,1114.0,
2020,p92,Nuclear,nuclear_r_fsu,r,fsu,1122.0,
2026,p94,Nuclear,nuclear_r_fsu,r,fsu,1114.0,
2032,p63,Nuclear,nuclear_r_fsu,r,fsu,320.0,
2035,p21,Nuclear,nuclear_r_fsu,r,fsu,345.0,
2035,p46,Nuclear,nuclear_r_fsu,r,fsu,1357.95244,
2038,p14,Nuclear,nuclear_r_fsu,r,fsu,1096.648898,
2038,p80,Nuclear,nuclear_r_fsu,r,fsu,1933.748905,
2038,p12,Nuclear,nuclear_r_fsu,r,fsu,898.060998,
2038,p127,Nuclear,nuclear_r_fsu,r,fsu,1371.519855,
2038,p1,Nuclear,nuclear_r_fsu,r,fsu,306.438662,
2038,p46,Nuclear,nuclear_r_fsu,r,fsu,196.489755,
2050,p27,Nuclear,nuclear_r_fsu,r,fsu,336.452578,
2047,p125,Nuclear,nuclear_r_fsu,r,fsu,55.152221,
2050,p125,Nuclear,nuclear_r_fsu,r,fsu,508.806077,
2050,p91,Nuclear,nuclear_r_fsu,r,fsu,2494.625444,
2050,p45,Nuclear,nuclear_r_fsu,r,fsu,362.994416,
2047,p12,Nuclear,nuclear_r_fsu,r,fsu,152.015271,
2050,p12,Nuclear,nuclear_r_fsu,r,fsu,1048.875214,
2047,p127,Nuclear,nuclear_r_fsu,r,fsu,895.668758,
2050,p127,Nuclear,nuclear_r_fsu,r,fsu,2554.276171,
2050,p25,Nuclear,nuclear_r_fsu,r,fsu,81.750746,
2047,p99,Nuclear,nuclear_r_fsu,r,fsu,2138.980974,
2050,p99,Nuclear,nuclear_r_fsu,r,fsu,2766.006912,
2050,p46,Nuclear,nuclear_r_fsu,r,fsu,366.989407,
